Cust_id,Time_Section_Clothing,Time_Section_Electronics,Time_Section_Snacks,Time_Section_Sports,PickUp Products,Pref_cat
88,0.51,0.46,0.88,0.63,Cycling jersey,Sports
22,0.8,0.08,0.62,0.98,Sports socks,Sports
83,0.41,0.11,0.33,0.2,Roller skates,Sports
60,0.28,0.46,0.38,0.65,Volleyball,Sports
59,0.49,0.37,0.22,0.96,Soccer ball,Sports
35,0.6,0.64,1,0.64,Cycling jersey,Sports
34,0.77,0.35,0.13,0.45,Golf clubs,Sports
34,0.75,0.38,0.02,0.78,Gymnastics leotard,Sports
77,0.45,0.06,0.77,0.11,Water bottle (hydration),Sports
38,0.4,0.27,0.28,0.85,Weightlifting gloves,Sports
53,0.19,0.22,0.78,0.44,Shuttlecocks,Sports
46,0.81,0.14,0.31,0.16,Volleyball,Sports
32,0.09,0.82,0.83,0.38,Gymnastics leotard,Sports
88,0.66,0.16,0.61,0.9,Badminton racket,Sports
40,0.01,0.85,0.97,0.17,Bowling ball,Sports
95,0.83,0.82,0.89,0.45,Yoga mat,Sports
21,0.87,0.3,0.04,0.5,Cycling jersey,Sports
78,0.25,0.2,0.8,0.96,Badminton racket,Sports
25,0.06,0.87,0.37,0.25,Baseball,Sports
67,0.54,0.71,0.9,0.2,Tennis balls,Sports
25,0.42,0,0.38,0.42,Wetsuit,Sports
81,0.77,0.97,0.8,0.79,Skateboard,Sports
64,0.91,0.57,0.25,0.19,Punching bag,Sports
61,0.51,0.06,0.61,0.14,Weightlifting gloves,Sports
65,0.06,0.5,0.66,0.2,Running shorts,Sports
22,0.13,0.16,0.83,0.27,Ping pong balls,Sports
22,0.95,0.24,0.99,0.71,Yoga mat,Sports
87,0.38,0.31,0.74,0.31,Tennis grip tape,Sports
99,0.02,0.52,0.75,0.99,Skiing goggles,Sports
42,0.74,0.15,0.27,0.62,Boxing gloves,Sports
97,0,0.83,0.18,0.33,Hockey stick,Sports
28,0.09,0.93,0.14,0.87,Climbing harness,Sports
49,0.35,0.77,0.13,0.16,Baseball bat,Sports
95,0.83,0.75,0.21,0.89,Punching bag,Sports
99,0.92,0.62,0.41,0.34,Weightlifting gloves,Sports
99,0.73,0.13,0.71,0.65,Water bottle (hydration),Sports
72,0.99,0.78,0.76,0.21,Shuttlecocks,Sports
71,0.17,0.02,0.31,0.5,Gymnastics leotard,Sports
58,0.95,0.5,0.4,0.68,Tennis grip tape,Sports
52,0.22,0.49,0.63,0.15,Running shorts,Sports
40,0.71,0.49,0.64,0.92,Snowboard,Sports
47,0.87,0.83,0.71,0.5,Yoga mat,Sports
47,0.39,0.02,0.53,0.12,Table tennis paddle,Sports
64,0.92,0.27,0.66,0.41,Beach volleyball,Sports
94,0.75,0.02,0.92,0.06,Climbing shoes,Sports
69,0.81,0.97,0.69,0.01,Baseball,Sports
53,0.6,0.03,0.57,0.72,Water bottle (hydration),Sports
91,0.88,0.36,1,0.53,Weightlifting gloves,Sports
84,0.88,0.2,0.09,0.55,Pedometer,Sports
44,0.2,0.35,0.68,0.01,Yoga mat,Sports
81,0.45,0.77,0.57,0.76,Punching bag,Sports
27,0.83,0.44,0.26,0.85,Water bottle (hydration),Sports
62,0.64,0.73,0.12,0.17,Climbing shoes,Sports
52,0.42,0.86,0.49,0.49,Yoga mat,Sports
38,0.52,0.12,0.49,0.49,Gymnastics leotard,Sports
84,0.81,0.69,0.28,0.42,Roller skates,Sports
30,0.07,0.8,0.51,0,Surfboard,Sports
30,0.87,0.84,0.96,0.09,Tennis grip tape,Sports
59,0.72,0.13,0.72,0.73,Swimming goggles,Sports
100,0.97,0.48,0.41,0.71,Sports backpack,Sports
72,0.71,0.16,0.67,0.94,Badminton racket,Sports
77,0.92,0.57,0.93,0.92,Gymnastics leotard,Sports
28,0.31,0.16,0.35,0.8,Beach volleyball,Sports
24,0.08,0.92,0.68,0.47,Table tennis paddle,Sports
76,0.21,0.16,0.2,0.56,Volleyball,Sports
54,0.33,0.24,0.46,0.88,Tennis balls,Sports
78,0.8,0.5,0.19,0.93,Ice skates,Sports
23,0.53,0.98,0.82,0.22,Ice skates,Sports
79,0.51,0.75,0.31,0.35,Ice skates,Sports
75,0.62,0.56,0.59,0.73,Ping pong balls,Sports
77,0.91,0.27,0.31,0.72,Baseball,Sports
100,0.46,0.38,0.23,0.73,Kickboard (swimming),Sports
40,0.21,0.38,0.61,0.05,Running shorts,Sports
88,0.59,0.4,0.31,0.75,Bowling ball,Sports
86,0.76,0.07,0.02,0.14,Climbing shoes,Sports
49,0.49,0.52,0.96,0.38,Sports socks,Sports
44,0.59,0.89,0.86,0.17,Weightlifting gloves,Sports
27,0.1,0.76,0.98,0.49,Baseball bat,Sports
33,0.31,0.23,0.22,0.76,Running shorts,Sports
89,0.81,0.97,0.47,0.09,Ping pong balls,Sports
97,0.78,0.95,0.75,0.01,Resistance bands,Sports
24,0.58,0.78,0.22,0.83,Sports headbands,Sports
32,0.31,0.75,0.36,0.38,Sports socks,Sports
63,0.67,0.94,0.23,0.9,Resistance bands,Sports
41,0.44,0.07,0.8,0.27,Swimming goggles,Sports
73,0.45,0.75,0.05,0.72,Surfboard,Sports
78,0.53,0.9,0.51,0.97,Basketball,Sports
85,0.75,0.6,0.22,1,Shuttlecocks,Sports
98,0.74,0.16,0.95,0.47,Beach volleyball,Sports
50,0.79,0.17,0.36,0.13,Beach volleyball,Sports
52,0.53,0.37,0.35,0.7,Sports watch (fitness tracking),Sports
45,0.76,0.6,0.7,0.16,Cycling helmet,Sports
63,0.76,0.18,0.87,0.03,Climbing harness,Sports
65,0.28,0.63,0.73,0.61,Golf clubs,Sports
73,0.59,0.76,0.77,0.64,Running shoes,Sports
34,0.79,0.9,0.05,0.62,Soccer ball,Sports
35,0.32,0.11,0.26,0.4,Surfboard,Sports
24,0.83,0.7,0.14,0.68,Ice skates,Sports
77,0.63,0.26,0.21,0.61,Golf balls,Sports
92,0.79,0.64,0.71,0.39,Climbing harness,Sports
44,0.61,0.93,0.12,0.75,Basketball,Sports
66,0.92,1,0.34,0.5,Swimming goggles,Sports
64,0.91,0.71,0.54,0.77,Gymnastics leotard,Sports
74,0.82,0.9,0.37,0.22,Basketball,Sports
46,0.01,0.78,0.06,0.89,Soccer ball,Sports
73,0.12,0.75,0.69,0.02,Beach volleyball,Sports
88,0.46,0.28,0.71,0.84,Ping pong balls,Sports
43,0.47,0.46,0.78,0.33,Ice skates,Sports
92,0.73,0.01,0.26,0.2,Sports headbands,Sports
85,0.08,0.32,0,0.08,Jump rope,Sports
29,0.64,0.41,0.31,0.3,Volleyball,Sports
99,0.99,0.88,0.82,0.98,Hockey stick,Sports
94,0.03,0.53,0.6,0.46,Resistance bands,Sports
76,0.33,0.01,0.04,0.27,Football,Sports
67,0.81,1,0.56,0.71,Weightlifting gloves,Sports
57,0.21,0,0.46,0.64,Golf clubs,Sports
50,0.2,0.97,0.92,0.84,Sports socks,Sports
95,0.07,0.7,0.12,0.77,Football,Sports
26,0.15,0.04,0.21,0.41,Skiing goggles,Sports
51,0.06,0.89,0.82,0.67,Sports socks,Sports
38,0.59,0.85,0.26,0.37,Boxing gloves,Sports
28,0.85,0.75,0.78,0.63,Surfboard,Sports
96,0.6,0.47,0.68,0.39,Beach volleyball,Sports
46,0.64,0.45,0.15,0.79,Ping pong balls,Sports
92,0.77,0.54,0.65,0.43,Kickboard (swimming),Sports
93,0.46,0.07,0.55,0.48,Volleyball,Sports
41,0.08,0.95,0.91,0.42,Tennis balls,Sports
39,0.05,0.24,0.49,0.82,Jump rope,Sports
79,0.65,0.26,0.94,0.25,Gymnastics leotard,Sports
73,0.34,0.88,0.41,0.66,Volleyball,Sports
85,0.65,0.95,0.06,0.46,Badminton racket,Sports
56,0.11,0.75,0.19,0.49,Resistance bands,Sports
38,0.7,0.16,0.74,0.94,Frisbee,Sports
93,0.04,0.74,0.51,0.41,Sports headbands,Sports
87,0.49,0.69,0.28,0.06,Volleyball,Sports
88,0.93,0.75,0.93,0.19,Swimming goggles,Sports
56,0.88,0.09,0.37,0.74,Surfboard,Sports
93,0.43,0.82,0.21,0.51,Archery bow,Sports
28,0.91,0.11,0.83,0.28,Sports headbands,Sports
92,0.63,0.12,0.82,0.82,Soccer ball,Sports
45,0.27,0.7,0.61,0.61,Weightlifting gloves,Sports
34,0.83,0.06,0.96,0.96,Archery bow,Sports
68,0.46,0.98,0.17,0.17,Dumbbells,Sports
53,0.84,0.35,0.64,0.64,Wetsuit,Sports
72,0.51,0.32,0.75,0.75,Cycling jersey,Sports
39,0.11,0.21,0.75,0.75,Ping pong balls,Sports
77,0.43,0.44,0.54,0.54,Golf clubs,Sports
63,0.7,0.64,0.61,0.61,Skateboard,Sports
53,0.71,0.55,0.17,0.17,Climbing shoes,Sports
87,0.19,0.63,0.73,0.73,Wetsuit,Sports
84,0.9,0.27,0.71,0.71,Sports headbands,Sports
38,0.8,0.17,0.1,0.1,Gymnastics leotard,Sports
41,0.93,0.56,0.29,0.29,Cycling helmet,Sports
54,0.37,0.64,0.2,0.2,Boxing gloves,Sports
21,0.95,0.77,0.75,0.75,Baseball bat,Sports
51,0.75,0.89,0.63,0.63,Sports headbands,Sports
53,0.61,0.38,0.47,0.47,Sports watch (fitness tracking),Sports
69,0.25,0.08,0.21,0.21,Running shoes,Sports
78,0.17,0.73,0.43,0.43,Running shorts,Sports
77,0.95,0.54,0.37,0.37,Pedometer,Sports
81,0.19,0.91,0.79,0.79,Tennis racket,Sports
39,0.96,0.76,0.2,0.2,Surfboard,Sports
47,0.06,0.58,0.23,0.23,Ping pong balls,Sports
68,0.11,0.4,0.15,0.15,Shuttlecocks,Sports
66,0.99,0.05,0.09,0.09,Badminton racket,Sports
22,0.47,0.69,0.66,0.66,Tennis grip tape,Sports
62,0.45,0.72,0.42,0.42,Roller skates,Sports
100,0.79,0.43,0.19,0.19,Archery arrows,Sports
42,0.09,0.77,0.49,0.49,Sports headbands,Sports
28,0.21,0.33,0.41,0.41,Kickboard (swimming),Sports
50,0.6,0.27,0.38,0.38,Jump rope,Sports
36,0.5,0.32,0.52,0.52,Tennis racket,Sports
54,0.03,0.56,0.34,0.34,Swimming goggles,Sports
81,0.37,0.31,0.87,0.87,Tennis balls,Sports
99,0.38,0.62,0.07,0.07,Golf clubs,Sports
25,0.46,0.67,0.27,0.27,Tennis balls,Sports
42,0.82,0.19,0.02,0.02,Boxing gloves,Sports
28,0.14,0.44,0.15,0.15,Swimming goggles,Sports
80,0.57,0.85,0.68,0.68,Sports watch (fitness tracking),Sports
37,0.1,0.93,0.29,0.29,Sports headbands,Sports
92,0.53,0.9,0.98,0.98,Climbing shoes,Sports
34,0.47,0.82,0.33,0.33,Gymnastics leotard,Sports
60,0.72,0.35,0.57,0.57,Baseball bat,Sports
81,0.53,0.91,0.94,0.94,Weightlifting gloves,Sports
52,0.54,0.28,0.18,0.18,Ice skates,Sports
93,0.52,0.48,0.23,0.23,Tennis grip tape,Sports
51,0.25,0.28,0.57,0.57,Punching bag,Sports
33,0.99,0.89,0.85,0.85,Badminton racket,Sports
44,0.69,0.77,0.31,0.31,Skateboard,Sports
27,0.17,0.91,0.86,0.86,Ice skates,Sports
38,0.91,0.99,0.53,0.53,Ice skates,Sports
41,0.37,0.33,0.85,0.85,Skiing goggles,Sports
52,0.39,0.78,0.36,0.36,Pedometer,Sports
90,0.37,0.33,0.66,0.66,Football,Sports
64,0.36,0.49,0.82,0.82,Shuttlecocks,Sports
25,0.03,0.31,0.1,0.1,Wetsuit,Sports
44,0.47,0.31,0.16,0.16,Volleyball,Sports
81,0.8,0.74,0.71,0.71,Volleyball,Sports
78,0.4,0.95,0.81,0.81,Shuttlecocks,Sports
66,0.69,0.12,0.1,0.1,Sports backpack,Sports
23,0.49,0.47,0.52,0.52,Climbing shoes,Sports
56,0.96,0.16,0.85,0.85,Running shorts,Sports
27,0.9,0.28,0.92,0.92,Soccer ball,Sports
23,0.44,0.74,0.17,0.17,Sports socks,Sports
87,0.47,0.31,0.16,0.16,Yogurt-covered pretzels,Snack
84,0.8,0.74,0.71,0.71,Mini fruit pies,Snack
38,0.4,0.95,0.81,0.81,Fruit cups,Snack
41,0.69,0.12,0.1,0.1,Cheese sticks,Snack
54,0.49,0.47,0.52,0.52,Sliced cheese with whole wheat crackers,Snack
21,0.96,0.16,0.85,0.85,"Nuts (almonds, peanuts, cashews)",Snack
51,0.9,0.28,0.92,0.92,Pudding cups,Snack
53,0.44,0.74,0.17,0.17,Cheese sticks,Snack
69,0.4,0.95,0.81,0.81,Granola clusters,Snack
78,0.69,0.12,0.1,0.1,Chocolate bars,Snack
77,0.49,0.47,0.52,0.52,Fruit snacks,Snack
81,0.96,0.16,0.85,0.85,"Jerky (beef, turkey, or vegan)",Snack
39,0.9,0.28,0.92,0.92,Crackers,Snack
47,0.44,0.74,0.17,0.17,Rice cereal squares,Snack
68,0.47,0.31,0.16,0.16,Protein bars,Snack
66,0.8,0.74,0.71,0.71,Chocolate-covered almonds,Snack
22,0.4,0.95,0.81,0.81,Cheese and cracker packs,Snack
62,0.69,0.12,0.1,0.1,Yogurt-covered pretzels,Snack
100,0.49,0.47,0.52,0.52,Pudding cups,Snack
42,0.96,0.16,0.85,0.85,Pita chips,Snack
28,0.9,0.28,0.92,0.92,Energy bars,Snack
50,0.44,0.74,0.17,0.17,Sliced apples with caramel dip,Snack
36,0.49,0.47,0.52,0.52,Gummy candies,Snack
89,0.49,0.27,0.16,0.85,Work uniforms,Clothing
77,0.95,0.69,0.86,0.31,Maternity wear,Clothing
100,0.1,0.14,0.87,0.52,Sandals,Clothing
68,0.69,0.53,0.32,0.37,Leotards & tights,Clothing
83,0.02,0.94,0.24,0.74,Wallets,Clothing
20,0.64,0.09,0.92,0.57,Coats,Clothing
31,0.31,0.62,0.75,0.9,Sportswear,Clothing
26,0.07,0.05,0.76,0.82,Sarees,Clothing
45,0.22,0.31,0.21,0.33,Scarves,Clothing
33,0.45,0.86,0.39,0.51,Leggings,Clothing
42,0.2,0.15,0.3,0.95,Formalwear,Clothing
28,0.06,0.7,0.05,0.22,Cosplay outfits,Clothing
69,0.74,0.23,0.44,0.81,Swimwear,Clothing
70,0.7,0.87,0.55,0.79,Watches,Clothing
86,0.69,0.66,0.8,0.93,Sports uniforms,Clothing
40,0.56,0.36,0.05,0.8,Hats,Clothing
59,0.26,0.29,0.1,0.86,Earrings,Clothing
39,0.2,0.17,0.75,0.99,Watches,Clothing
71,0.03,0.45,0.4,0.87,Jackets,Clothing
30,0.77,0.46,0.22,0.89,Cardigans,Clothing
64,0.13,0.31,0.15,0.78,Workout clothes,Clothing
50,0.29,0.73,0.53,0.67,Windbreakers,Clothing
40,0.59,0.91,0.17,0.58,Work uniforms,Clothing
24,0.88,0.39,0.09,0.81,Winter jackets,Clothing
83,0.26,0.32,0.88,0.21,Kilts,Clothing
48,0.19,0.99,0.33,0.09,Heels,Clothing
53,0.5,0.6,0.9,0.13,Sneakers,Clothing
33,0.76,0.63,0.37,0.56,Stilettos,Clothing
89,0.82,0.51,0.62,0.03,Robes,Clothing
50,0.54,0.16,0.66,0.99,Sneakers,Clothing
63,0.36,0.93,0.61,0.07,Sports uniforms,Clothing
54,0.08,0.94,0.93,0.82,Formalwear,Clothing
92,0.46,0.78,0.87,0.23,Watches,Clothing
50,0.85,0.83,0.35,0.17,Windbreakers,Clothing
25,0.78,0.39,0.76,0.45,Leotards & tights,Clothing
28,0.62,0.77,0.08,0.6,Sports leggings,Clothing
60,0.03,0.22,0.46,0.12,Handbags,Clothing
28,0.56,0.56,0.23,0.67,Loafers,Clothing
33,0.48,0.72,0.83,0.3,Formal shirts,Clothing
31,0.97,0.26,0.59,0.78,Jackets,Clothing
92,0.78,0.7,0.44,0.95,Necklaces,Clothing
20,0.08,0.81,0.43,0.29,Parkas,Clothing
49,0.5,0.27,0.04,0.96,Watches,Clothing
92,0.34,0.87,0.29,0.62,Workout clothes,Clothing
69,0.76,0.86,0.46,0.58,Sleepwear,Clothing
23,0.79,0.46,0.56,0.77,Umbrellas,Clothing
47,0.73,0.25,0.3,0.04,Clutches,Clothing
83,0.76,0.98,0.53,0.18,Bras,Clothing
55,0.43,0.78,0.77,0.93,Keychains,Clothing
84,0.06,0.84,0.44,0.61,Keychains,Clothing
28,0.08,0.96,0.48,0.39,Sports bras,Clothing
41,0.08,0.37,0.26,0.61,Ties & bow ties,Clothing
42,0.6,0.96,0.81,0.83,School uniforms,Clothing
26,0.71,0.95,0.59,0.9,Prescription glasses,Clothing
75,0.18,0.3,0.39,0.64,Sneakers,Clothing
82,0.05,0,0.67,0.05,Workout clothes,Clothing
21,0.75,0.09,0.78,0.9,Sunglasses,Clothing
99,0.74,0.27,0.15,0.46,Jewelry,Clothing
50,0.19,0.65,1,0.51,Jackets,Clothing
39,0.55,0.33,0.56,0.38,Flats,Clothing
68,0.79,0.11,0.99,0.07,Flats,Clothing
50,0.64,0.96,0.61,0.94,Robes,Clothing
65,0.71,0.1,0.39,0.78,Tote bags,Clothing
91,0.67,0.36,0.22,0.3,Leotards & tights,Clothing
53,0.46,0.66,0.18,0.41,Bras,Clothing
94,0.45,0.1,0.01,0.13,Jeans,Clothing
24,0.91,0.2,0.64,0.15,Football,Sports
52,0.09,0.85,0.1,0.75,Water bottle (hydration),Sports
78,0.2,0.21,0.42,0.23,Swimming goggles,Sports
83,0.09,0.56,0.61,0.43,Beach volleyball,Sports
95,0.98,0.73,0.84,0.65,Kickboard (swimming),Sports
80,0.28,0.33,0.44,0.19,Roller skates,Sports
94,0.77,0.03,0.51,0.72,Swimming goggles,Sports
66,0.31,0.85,0.5,0.19,Volleyball,Sports
27,0.44,0.61,0.82,0.51,Tennis grip tape,Sports
88,0.96,0.51,0.94,0.28,Roller skates,Sports
50,0.51,0.64,0.22,0.93,Snowboard,Sports
59,0.84,0.15,0.95,0.96,Running shorts,Sports
99,0.76,0.85,0.38,0.07,Weightlifting gloves,Sports
27,0.22,0.24,0.73,0.42,Yoga mat,Sports
53,0.01,0.36,0.23,0.47,Golf clubs,Sports
94,0.45,0.54,0.58,0.15,Baseball,Sports
41,0.53,0.66,0.89,0.68,Resistance bands,Sports
51,0.58,0.99,0.35,0.18,Tennis grip tape,Sports
71,0.93,0.55,0.86,0.94,Climbing shoes,Sports
92,0.29,0.02,0.64,0.48,Dumbbells,Sports
37,0.93,0.8,0.96,0.79,Golf balls,Sports
30,0.09,0.87,0.35,0.64,Sports backpack,Sports
55,0.63,0.43,0.47,0.71,Soccer ball,Sports
61,0.86,0.19,0.58,0.3,Football,Sports
63,0.1,0.84,0.68,0.01,Skateboard,Sports
85,0.48,0.84,0.97,0.02,Sports backpack,Sports
29,0.33,0.81,0.29,0.69,Ping pong balls,Sports
74,0.57,0.49,0.31,0.99,Climbing harness,Sports
37,1,0.57,0.96,0.86,Tennis balls,Sports
85,0.68,0.27,0.42,0.03,Golf clubs,Sports
85,0.78,0.62,0.1,0.49,Climbing shoes,Sports
72,0.14,0.88,0.55,0.34,Frisbee,Sports
57,0.96,0.48,0.6,0.38,Soccer ball,Sports
58,0.04,0.43,0.1,0.11,Surfboard,Sports
74,0.23,0.62,0.58,0.26,Kickboard (swimming),Sports
48,0.47,0.51,0.2,0.97,Jump rope,Sports
91,0.22,0.03,0.3,0.03,Cycling jersey,Sports
40,0.99,0.08,0.84,0.72,Climbing shoes,Sports
100,0.77,0.71,0.95,0.69,Running shorts,Sports
63,0.38,0.69,0,0.91,Gymnastics leotard,Sports
100,0.87,0.78,0.68,0.94,Climbing shoes,Sports
51,0.07,0.62,0.51,0.85,Yoga mat,Sports
75,0.3,1,0.83,0.99,Climbing shoes,Sports
43,0.96,0.45,0.46,0.53,Resistance bands,Sports
66,0.64,0.33,0.7,0.09,Soccer ball,Sports
56,0.06,0.62,0.3,0.74,Tennis balls,Sports
88,1,0.7,0.13,0.22,Gymnastics leotard,Sports
81,0.91,0.23,0.09,0.17,Frisbee,Sports
53,0.83,0.56,0.94,0.66,Tennis balls,Sports
88,0.58,0.59,0.28,0.26,Hockey stick,Sports
39,0.03,0.91,0.09,0.63,Basketball,Sports
73,0.19,0.52,0.29,0.77,Pedometer,Sports
25,0.65,0.69,0.67,0.96,Sports socks,Sports
91,0.5,0.46,0.92,0.73,Tennis balls,Sports
92,0.8,0.16,0.54,0.7,Tennis balls,Sports
60,0.86,0.27,0.14,0.86,Skiing goggles,Sports
81,0.94,0.65,0.89,0.56,Dumbbells,Sports
83,0.61,0.84,0.78,0.77,Soccer ball,Sports
37,0.46,0.35,0.06,0.66,Water bottle (hydration),Sports
65,0.79,0.74,0.97,0.67,Archery bow,Sports
84,0.3,0.99,0.57,0.95,Climbing harness,Sports
67,0.61,0.08,0.24,0.79,Yoga mat,Sports
24,0.66,0.91,0.43,0.44,Ping pong balls,Sports
88,0.66,0.49,0.44,0.45,Tennis grip tape,Sports
72,0.55,0.91,0.11,0.14,Archery bow,Sports
67,0.51,0.16,0.08,0.67,Running shorts,Sports
70,0.46,0.08,0.18,0.44,Bowling ball,Sports
96,0.06,0.82,0.91,0.69,Tennis balls,Sports
54,0.55,0.6,0.28,0.62,Resistance bands,Sports
48,0.33,0.82,0.39,0.03,Football,Sports
34,0.62,0.1,0.2,0.17,Climbing shoes,Sports
79,0.08,0.05,0.74,0.66,Climbing harness,Sports
21,0.69,0.33,0.24,0.36,Pedometer,Sports
51,0.39,0.1,0.98,0.33,Volleyball,Sports
35,0.14,0.64,0.04,0.36,Cycling helmet,Sports
30,0.09,0.33,0.17,0.55,Jump rope,Sports
32,0.2,0.19,0.41,0.28,Archery arrows,Sports
90,0.81,0.77,0.45,0.67,Wetsuit,Sports
82,0.19,0.53,0.77,0.68,Baseball,Sports
64,0.33,0.77,0.99,0.43,Jump rope,Sports
54,0.58,0.96,0.16,0.36,Football,Sports
60,0.43,0.73,0.35,0.17,Basketball,Sports
47,0.36,0.7,0.68,0.12,Pedometer,Sports
24,0.41,0.86,0.11,0.31,Volleyball,Sports
81,0.6,0.56,0.76,0.41,Bowling ball,Sports
66,0.42,0.77,0.21,0.7,Basketball,Sports
63,0.42,0.66,0.8,0.21,Football,Sports
48,0.88,0.67,0.95,0.62,Baseball,Sports
76,0.36,0.95,0.97,0.67,Skateboard,Sports
50,0.42,0.79,0.72,0.17,Swimming goggles,Sports
69,0.66,0.44,0.26,0.85,Skateboard,Sports
39,0.3,0.45,0.52,0.69,Skiing goggles,Sports
39,0.16,0.14,0.17,0.42,Bowling ball,Sports
29,0.55,0.67,0.01,0.08,Water bottle (hydration),Sports
77,0.44,0.44,0.32,0.82,Cycling jersey,Sports
44,0.53,0.69,0.69,0.47,Running shoes,Sports
78,0.05,0.62,0.38,0.21,Weightlifting gloves,Sports
66,0.61,0.03,0.93,0.47,Baseball bat,Sports
56,0.44,0.17,0.65,0.2,Bowling ball,Sports
27,0.08,0.66,0.01,0.1,Water bottle (hydration),Sports
35,0.2,0.36,0.33,0.29,Skiing goggles,Sports
32,0.4,0.33,0.37,0.08,Climbing harness,Sports
75,0.91,0.36,0.55,0.57,Pedometer,Sports
41,0.55,0.55,0.3,0.97,Bowling ball,Sports
84,0.89,0.28,0.53,0.79,Dumbbells,Sports
90,0.23,0.67,0.25,0.4,Sports backpack,Sports
25,0.29,0.68,0.5,0.35,Beach volleyball,Sports
29,0.38,0.43,0.04,0.61,Football,Sports
56,0.72,0.36,0.02,0.63,Football,Sports
49,0.24,0.17,0.94,0.98,Gymnastics leotard,Sports
61,0.7,0.12,0.52,0.2,Skateboard,Sports
75,0.26,0.31,0.77,0.65,Sports headbands,Sports
36,0.31,0.41,0.52,0.96,Sports watch (fitness tracking),Sports
85,0.7,0.7,0.15,0.64,Boxing gloves,Sports
89,0.74,0.21,0.12,0.45,Soccer ball,Sports
88,0.86,0.62,0.05,0.78,Cycling helmet,Sports
42,0.35,0.67,0.62,0.11,Table tennis paddle,Sports
73,0.38,0.17,0.42,0.85,Golf balls,Sports
60,0.35,0.85,0.93,0.44,Sports watch (fitness tracking),Sports
67,0.74,0.69,0.34,0.16,Hockey stick,Sports
78,0.03,0.42,0.4,0.38,Kickboard (swimming),Sports
50,0.65,0.08,0.5,0.9,Tennis balls,Sports
38,0.46,0.82,0.5,0.17,Running shoes,Sports
63,0.4,0.47,0.68,0.45,Running shorts,Sports
64,0.49,0.21,0.89,0.5,Dumbbells,Sports
41,0.82,0.47,0.13,0.96,Bowling ball,Sports
80,0.81,0.2,0.67,0.25,Cycling jersey,Sports
85,0.64,0.1,0.1,0.2,Ping pong balls,Sports
90,0.36,0.29,0.84,0.42,Sports backpack,Sports
89,0.31,0.08,0.75,0.79,Basketball,Sports
30,0.76,0.57,0.32,0.19,Volleyball,Sports
86,0.72,0.97,0.13,0.14,Frisbee,Sports
76,0.94,0.79,0.54,0.2,Shuttlecocks,Sports
20,0.91,0.4,0.7,0.27,Sports headbands,Sports
51,0.51,0.35,0.26,0.71,Roller skates,Sports
73,0.88,0.61,0.71,0.31,Dumbbells,Sports
69,0.12,0.63,0.25,0.99,Baseball,Sports
48,0.77,0.98,0.91,0.62,Hockey stick,Sports
76,0.66,0.2,0.08,0.33,Sports headbands,Sports
38,0.32,0.65,0.48,0.87,Resistance bands,Sports
27,0.48,0.96,0.14,0.16,Badminton racket,Sports
53,0.98,0.64,0.73,0.89,Wetsuit,Sports
21,0.63,0.45,0.05,0.34,Running shoes,Sports
70,0.01,0.78,0.26,0.65,Ice skates,Sports
49,0.48,0.11,0.05,0.21,Surfboard,Sports
90,0.24,0.85,0.56,0.5,Tennis racket,Sports
62,0.19,0.44,0.02,0.68,Weightlifting gloves,Sports
23,0.22,0.16,0.76,0.15,Sports headbands,Sports
20,0.68,0.38,0.06,0.92,Hockey stick,Sports
21,0.58,0.9,0.07,0.5,Tennis racket,Sports
100,0.87,0.17,0.55,0.12,Baseball bat,Sports
100,0.62,0.45,0.71,0.41,Kickboard (swimming),Sports
100,0.41,0.5,0.48,0.06,Roller skates,Sports
30,0.43,0.96,0.99,0.01,Archery bow,Sports
37,0.03,0.25,0.54,0.72,Roller skates,Sports
83,0.85,0.2,0.83,0.53,Gymnastics leotard,Sports
28,0.64,0.42,0.3,0.55,Ice skates,Sports
66,0.46,0.79,0.79,0.01,Sports headbands,Sports
96,0.03,0.19,0.39,0.76,Sports backpack,Sports
50,0.31,0.14,0.33,0.85,Climbing shoes,Sports
24,0.38,0.2,0.38,0.17,Water bottle (hydration),Sports
93,0.51,0.27,0.87,0.49,Volleyball,Sports
83,0.9,0.71,0.7,0.49,Running shoes,Sports
90,0.15,0.31,0.45,0.42,Volleyball,Sports
85,0.61,0.99,0.11,0,Soccer ball,Sports
20,0.11,0.62,0.69,0.09,Archery arrows,Sports
20,0.35,0.33,0.37,0.73,Running shorts,Sports
31,0.35,0.87,0.57,0.71,Running shorts,Sports
39,0.99,0.16,0.39,0.94,Climbing harness,Sports
40,0.45,0.89,0.82,0.92,Cycling helmet,Sports
100,0.9,0.34,0.71,0.8,Table tennis paddle,Sports
27,0.45,0.65,0.98,0.47,Running shoes,Sports
70,0.14,0.21,0.42,0.56,Yoga mat,Sports
39,0.93,0.5,0.54,0.88,Ping pong balls,Sports
37,0.57,0.68,0.5,0.93,Skateboard,Sports
50,0.61,0.15,0.45,0.22,Baseball bat,Sports
30,0.46,0.92,0.68,0.35,Cycling jersey,Sports
34,0.48,0.5,0.31,0.73,Tennis grip tape,Sports
22,0.02,0.12,0.55,0.72,Running shorts,Sports
26,0.78,0.41,0.96,0.73,Archery arrows,Sports
40,0.08,0.06,0.29,0.05,Golf clubs,Sports
95,0.87,0.01,0.77,0.75,Badminton racket,Sports
54,0.33,0.72,0.48,0.14,Tennis racket,Sports
53,0.91,0.53,0.67,0.38,Running shoes,Sports
